text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti
lucky found much selling thing call help reach,30-01-2010,Yo gen chans yo tlman jwen yap vann. mwen memn sak rl d la pa pase bo lakay mwen ditou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hungry need food right ein rue alix roi impasse champagne,30-01-2010,Nou bezywen manje kile nap vini. alix roi impas champagne,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need job digicel company criteria meet able apply job digicel,30-01-2010,Mwen bezwen yon djob nan konpayi Digicel. ki kriti pou yon moun jwenn travay nan Digicel?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
requesting power financial support victims la roche,30-01-2010,"VID. EDE NOU JWEN ED ALIMANTE AK FINANSYE POU EDE VIKTIM SA YO. ADRESS NOU SE 2EME SEKSYON KOMIN KANPEREN, LOKALITE LAROCH.",direct,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
thank giving lot information gressier every thing expansive,30-01-2010,Mwen di nou mesi pou anpil enfomasyon nou ban mwen. nan mache gresye a tout pwodwi premye nesesite monte tet ng,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
advicee give governemnt distribution food find people wounded fastthy make decision fast,30-01-2010,M konsey map bay gouvenman an se pou l angaje l plis nan distribisyon manje a pou l ka jwenn moun ki viktim yo nan kpital la fok gen desizyon pran kont m,direct,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
hungry need food surviveplease bring food,30-01-2010,mwengrangoumwenbezwenedpou viv mwen pa jwenn manje voye manje mwen,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need block people disnonest take assistance name victims,30-01-2010,Nou dwe bloke ng ki fe ti komite makoklen pou pran ed sou non viktim yo. Sa a se zak malont!,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need help regarding trouble occurred waiting,30-01-2010,Je veux votre aide en consernant les degats qui etait pass j atten,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need decentralisation deconcentration big cities,30-01-2010,"vle ki pou fet nan peyi a : desantralizasyon, dekonsantrasyon. se",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im asking government really working population,30-01-2010,"Map mande gouvenman sa a, sil ap travay pou pap vre. Men kisa l",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please give information proceed able go africa,30-01-2010,s. v. p mwen ta renmen gen enfomasyon sou pwosesis poum ale an afrik la.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
come never write back text,30-01-2010,EJA NOU PAJAN VOYE DI M ANYEN MEN EKRI NOU PA EKRI NOU.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easy find job right,30-01-2010,ske l fasil pou moun jwenn yon anplwa nan moman saa yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hospital delmas working,30-01-2010,Eske se lopital delma ki mache.,direct,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
need job please tell go get job help family great need please,30-01-2010,Mwen bezwen yon dyob di m kikote m ka ale pou m ka ede fanmi m ki nan bezwen tanpri souple.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alpha comity located nerettes family need foods tentesplease need help,30-01-2010,komite alpha ki chita nan neret gen 879 fanmi ki gen pwoblem nouriti ak kouveti pou kote yo yea,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
send red cross little kid fell toilet pea house cite militaire,30-01-2010,Pase nouvel pou mwen bay la kwa wouj gen yon ti moun ki tonbe nan twalut kay pa nan site militi,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello radio one see people selling things providing international organisation,30-01-2010,"Alo radio one, mwen w don entenasyonal yo ap plede vann nan lari a",direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ask hospital st michel still working,30-01-2010,Eske lopital st michel la tou fonsyonne,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information earthquake haiti,30-01-2010,Efmasyon sou tranbleman te dayiti,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
represents christ please spread,30-01-2010,"lu representer christ, le monde serait dj vanglis. Fais courir",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decided vote christ give life haiti would,30-01-2010,"nt dcid 2voter pr Christ et 2lui remettre leur vie, Haiti serait",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
least haitians voted senatorial elections,30-01-2010,"Si, au moins, 2 des haitiens votant aux lections sonatoriales o",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good evening nurse send curriculum vitae please looking work,30-01-2010,"Bonswa, mwen se infimi ki kote poum ta depoze yon cv?paske mwen bezwen travay. mesi.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iraq life spread message god bless,30-01-2010,irak nan laviw. simaye mesaj la bay tout moun ou vle beni jodia. Bon nwi.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead live lacul de leogane sea,30-01-2010,U PAMOURI SOUWAF DLO NOU ABITE LACUL DE LEOGAN BLANMYA NIMERO NO,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dying hunger please nothing eat please help,30-01-2010,KE NAP MOURI LAFIN NOU PAGEN ANYEN POU NOU MANGE SVP EDE NOU POU NO,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
carrefour waney area hungary nothing eat,30-01-2010,NAN KAFOU ZON WANEY93 NOU GRANGOU NOU PA GEN ANYEN POU NOU MANJE,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
notes gives name address specify need,30-01-2010,Voici mon adresse :DELMAS 33 Rue alazare 118 .je suis Nelmeus kesnel,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lot troop haiti help promised pass pay soldiers,30-01-2010,Ginyin trope troupe en haiti aide yo di yap bay la 3/4 ap pase nan peye solda,direct,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bring red cross attention need tents people taken refuge around pap city hall,30-01-2010,SIL VOUS RALE ZOREY MOUN LAKWAWOUJ YO POU NOU DIYO POTE 2 SANTEN TANT POUNOU NAN SAT BO MERI A SILVOUPLE,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please give aid live rest life,30-01-2010,Tanpri nou ka ban mwen yon ti aide poum fin fe ti rs vim,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
live freres jacques hospital closer give blood,30-01-2010,Mwen rete fjak ki lopital ki prem pou mwen ta bay san.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people able go inside houses,30-01-2010,Jiskil moun ap kapap antre nan kay!,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
truncated gressier im asking haitian government verify status food giving people haitian people,30-01-2010,itou nan gresye. Konsa pap la mande leta ayisyen poul verifye kalite manje kap distribye bay pap la. Siye : pap Hayityen.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
know avoid epidemic could develop coming days,30-01-2010,Staff3 : Je ne sais pas comment faire pr viter si il y aura une epidmie qui pourra peut-etre developpe dans les jours  venir?,direct,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
anyway people sleeping brush find food water material build tents sleep cold morning dew,30-01-2010,"tout fason yo, nou gen anviwon mil ( 1000 ) moun kap demi nan savann, ki pa jwenn la manjay, dlo potab, prela pou yo fe tant pou yo demi, fredi ak lawouze epi ma",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good evening please send message order bring little bit food us carrefour nobody visited us far please,30-01-2010,Bonswa souple fmesaj sapase pou yo voye yon timanje pou nou kfou bwo cht yo papase we nou menm tan pwi souple,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
location provided need information aid,30-01-2010,Mwen bezwen information sou aide yo,direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
notes message praising phone companynot urgent,30-01-2010,Mwen renmen Digicel ou ban nou tout dnye enfomasyon yo e map mache ak digicel,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please id like know african embassy haiti,30-01-2010,je veux savoir ou est situ l'ambassade africain en haiti S. P. V,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good morning information today please,30-01-2010,Salut ki enfomation ki gen Jodi a. SVP.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please need humanitarian aid lwes region hit badly,30-01-2010,SIL VOU PLE NOU BEZWEN ED IMANITE PASKE DEPATMAN LWES LA FRAPE ANPIL.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
money go give blood pap la gonave,30-01-2010,"Mwen pa gen kob, pou m ale bay san Port au prince depi lagonav",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
area muller carrefour feuilles area give us informatioon go get food water medicine necessary aid comitee organised,30-01-2010,"Katye an se Muller zon kafou-fy. Ban nou enfomasyon pou n ka al chache manje, dlo, medikaman ak lot d nesesi. Nou gen komite e nou ganize.",direct,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need food water medicine town pernier,30-01-2010,"We need some food, water, medecine at pernier, please",direct,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
houses damaged hundreds victims coming portauprince would like assist possible,30-01-2010,ke D 20 kay andomaje e du santan viktim stan d pa o prens. nou tap renmen asiste moun sa yo nan mezi ki posib. Ok,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello information know today information sent please,30-01-2010,Salut Est-ce qu'il en  pas d'autre information que Je devrais savoir pour auJourd'hui apres les informations que vous m'avez envoys. SVP.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people refugees coming portauprince means limited need aid continue assisting,30-01-2010,"Nou genyen kat moun ki soti Potoprens, mwayen nou fb. Nou bezwen ed pou kapab kontinye asiste yo.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
exchange rate american dollars today,30-01-2010,Kobyen tau dola ameriken an ye pou jodi a.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need drinking water tents babies laval carrefour,30-01-2010,Nou bezwen dlo potab ak tant pou ti bebe Lavale.,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
even people unable breathe due smell dead,30-01-2010,be juska presan pesonn pa ka respire ak sant m,direct,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
please send food victims stmarc,30-01-2010,voye mange pou moun sinistre ki vinn st mak yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please come help family need small place th section bis delmas canaan dorelien,30-01-2010,"Svp, venez en aide a ma famille, car nous en avons besoin. on est a petite placd cazeau, 4eme cite #50bis, delmas 33. je s suis canaan dorelien.",direct,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cannnot reach anyone phone books please love god,30-01-2010,wap jwenn non yo nan liv telefon /phone books tanpri fe sa pou mwen pou la moun bondye !,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
problems house destroyed hungry im asking help please children,30-01-2010,Mwen gen problem kay mwen kraze mwen nan grangou map mande nou edem souple mwen gen 4 pitit mesi,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like thank much doctors came help massive earthquake hit country god bless stay firm strong,30-01-2010,mwen voye yon gwo remsiman pou tout medsen ki vi n ede nou apre gwo tranblemandt ki frape peyi a bondye beni nou kenbe fem pa lague,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
smell within debc jman need lots lots medications,30-01-2010,"yon sant deb jman ladann yo beswen anpil anpil medikaman, kit a",direct,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notes already translated yesterday complaining cost food,30-01-2010,"4636 : Manje vin pi che nan PaP apre tranbleman te-a. mamit diri ap van'n 250gd kounye, sete 200gd avan. Mayi-a 125gd, avan sete 100gd",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person found told water please contact let know help people responsibility need food,30-01-2010,"Moun mwen jwenn lan, dim dlo a fini tanpri an kontak ak mwen kounye a poum kapab konnen kisa poum fe pou m moun yo ki sou resposab mwen yo! Mwen bezwen Ma",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
good earth written sky thsnk,30-01-2010,et tous les bien que vous faites sont inscrits dans le ciel. merci,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hungry never sent anything please come see us jacmel road,30-01-2010,Nou grangou kote nouye a noupa jwenn anyen pou nou manje tanpri pase vizite nou sou rout jakmel la,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hallo still alive consider new bornif ask old youdont affraidsay days thank godeach hour thank god,30-01-2010,"Salut! Si wap viv toujou konsidere w kom yon nouvo ne, si yo ta mande w laj ou pap di mwen gen 14 jou gras a dye. Chak 1 hre de temps, mande BONDYE gras",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
food area area carrefou,30-01-2010,"Nan zon kote mwen ye a mwen pa janm jwenn manje, se zon kafou Dif.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sorry missed call meeting,30-01-2010,"Sorry I missed your call, I am in a meeting.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notes emergency discard,30-01-2010,Mon nom est Legagneur Richardson je suis  carrefour-feuilles route des dalles carrefour sintice savann pistache ruelle bien aim bkay yon vangliste y,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
groups set several neighborhoods trying organize sort work activities would enable people return normal psychological condition need way communicate tcut,30-01-2010,e kek gwoup sou pye nan plizy zon kote nou eseye fe aktivite ki ka pmt moun yo reprann eta psikolojik nmal yo. nou bezwen mwayen poun ka kominike pa t,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yet received form aid lot us left portauprince well would better go back portauprince,30-01-2010,Nou poko jwenn nou menm anyen nan ed yo Anpil nan nou soti P- au-P? Ebyen pito nou retounen p-au-p!,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people delmas patrice lumumba street dying thirstpleae help us thank,30-01-2010,Moun nan delmas 19 ri patrice lumumba ap mouri a swaf dlo fe yon fason pou nou mesi,direct,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people act like thiscause hungryin case government start thinking us project picture human,30-01-2010,"tw nan grangou ki f ke aji kon sa. in fwa ke nou gen yon k ap panse pou nou, yon gouvenman k ap panse pou nou. li sa a n ap pwojte yon lot imaj ki pli oum",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
government going homes cleaned portauprince,30-01-2010,Kisa gouvenman ap fe pou tout kay sa yo ki poko netwaye yo nan potoprens,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tolerance stealing tolerate robbers tolerate even food send distribute people put containers market sell bunch robbers criminals hiding,30-01-2010,Si pagen sitire nanpren val se nou kisitire val menm manje yovoye pousepare baypp la nou metel nan2po poun vann li bann val kriminal kote nou ye,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fort jacques found anything fort jacques prolong,30-01-2010,Nou menm nan fojak nou pa jwenn anyen fojak pwolonje,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people dying hunger would like water,31-01-2010,Kisa nap fe avek moun ka p mouri anba grangou ki nan mawoty yo men yon ti dlo nou pa bayo si pat bondye yo tap mouri,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
notes comment political opinion emergency,31-01-2010,enfomasyon nou dwe konnen  Gouvenman an ap parel pou bay yon fo rapo pou di mas pap ki sinistre yo jwenn bonjan ed umaniti alos jouk kounnye a Moun pa jw,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good morning would like know need american citizen want travel child give information please,31-01-2010,Bonjou mwen ta renmen konnen ki sa pou mwen fe si mwen se yon sitwayen ameriken si mwen ta vle pati ak yon ti moun banm yon ti enfomasyon sil vou ple.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please find message let know help thank advance thank answering first message,31-01-2010,Tanpri si nou jwenn mesaj mwen an fem konnen ki sa nou ka fe pou mwen ou ki fason nou ka edem. Mesi davans e mesi di fe ke nou te reponn mwen premye mesaj la.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dont passportis possible one made moments expect answer,31-01-2010,Mwen poko fe pasp. Eskem pa kapab fe youn nan moman sa. svp Map tann repons nou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
someone passort would like go breath better air,31-01-2010,Si yon moun gen pasp li ta renmen al respire yon bon la koman pou moun lan fe,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one come help us delmas,31-01-2010,Pa gen pesonn ki pase we nou delma a1,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
plateau central maisade many victims came hereand enough please help us,31-01-2010,"Nou platosantral espesyalman mayisad, gen yon bann sinitre ki debake sou nou sa nou te gen fini koman ed la ye paske nou pa jwenn anyen.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jacmel need tents,31-01-2010,Nou nan jakmel nou bezwen tant,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please need go visit family santo domingo,31-01-2010,SVP KIJAN POU M FE CI MWEN BESWEN ALE W YON FANMI M ST DOMING.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
answer enough strength anymore go get,31-01-2010,SEVRE KONSNE REPONSE LA MEN NOU PAGEN FSE ANK POU NOU AL CHACH,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find medicine tents medical care free,31-01-2010,"Ki kote nou ka jwenn medikaman, tant, swen medikal gratis ticheri",direct,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need food water please,31-01-2010,Nou bezwen eat and water please.,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
understand put resume professional,31-01-2010,MWEN PAKONPRANN KIBO W DI POU MAL METE CV AN MWEN SE PROFESYONEL,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
understand message please make clear,31-01-2010,Mwen pa konprann mesaj la mete pi kl sil vou ple,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gonaives born lost everything earthquake,31-01-2010,Je SUIS AUXGONAVes ma VIlle NATALE j ai tout perdu apres le saism,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
need food water klecin dying hunger impasse chretien klecin extended extension hungry sick,31-01-2010,Nou bezwen mange avek dlo nan klcin 12 LA LAFIN AP TU NOU IMPASSE chrtien klcin 12 pwolonge nou gwangou nou malad,direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need know going,31-01-2010,Mwen bezwen konnen sa kap pase,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people dying hunger mawotye gave little water without god would dead already,31-01-2010,Kisa nap fe avek moun ka p mouri anba grangou ki nan mawoty yo men yon ti dlo nou pa bayo si pat bondye yo tap mouri,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
