text,start_loc,end_loc
Significant shaking reported in Nezuhashi. Please avoid unnecessary travel! #disasterAlert,32,41
Reports of tremors in Ichigane. Stay safe and prepared! #earthquake,22,30
Tremors felt in Baba. Prepare your emergency kit and stay indoors! #earthquakePreparedness,16,20
Earthquake detected near Nichōme. Please check on your neighbors! #earthquakeRescue,25,32
Aftershocks in Midorino-minami. Be aware and safe! #disasterAlert,15,30
"Residents of Midorino-kita, ensure your gas lines are secure and avoid open flames! #StaySafe",13,26
Reports of significant shaking in Kamiuchide. Make sure to check on your neighbors! #earthquake,34,44
Reports confirm shaking in Dōba. Avoid moving around if possible! #quakeAlert,27,31
Reports of strong shaking in Midorino-nishi. Be vigilant! #quakeAlert,29,43
Seismic activity reported in Nanbata-sakai. Gather emergency supplies and check their expiration dates! #disasterPreparedness,29,42
"Tremors reported in Nobotto. Remember to drop, cover, and hold on! #earthquakePreparedness",20,27
Tremors felt in Midorino-higashi. Encourage neighbors to stay alert and communicate! #earthquakeAwareness,16,32
Aftershocks shaking Sunahara. Remain vigilant! #disaster,20,28
Aftershocks in Shibahara. Remain vigilant and prepared! #disasterAlert,15,24
Reports confirm shaking in Nakamichi. Be mindful of aftershocks and stay prepared! #quakeAlert,27,36
Strong aftershocks in Kanekokaidō. Remain cautious and look out for your neighbors! #quakeAlert,22,33
Massive tremors felt in Matano. Emergency services on high alert! #disasterAlert,24,30
Seismic activity in Fujitsuka has been reported. Stay informed and vigilant! #disasterAlert,20,29
Ground shaking detected in Sengen’ato. Have a flashlight and batteries ready! #disasterPreparedness,27,37
Tremors felt in Kamiaraku. Stay indoors and avoid panicking! #disasterAlert,16,25
Aftershocks in Nagakubo. Be cautious! #disasterAlert,15,23
Tremors reported in Nashikubo. Keep your loved ones informed about your status! #StaySafe,20,29
Earthquake detected near Hachigakami. Check on your neighbors! #earthquakeRescue,25,36
Tremors in Higashi. Have an emergency exit plan ready at work and home! #quakeAlert,11,18
Tremors in Nishi. Have your emergency plan in place and stay indoors! #quakeAlert,11,16
Seismic activity reported in Karasawa. Prepare for potential evacuations! #disasterPreparedness,29,37
Aftershocks in Miyoshidai may continue for some time. Stay prepared! #earthquake,15,25
Ground shaking detected in Shinkai. Be ready for potential evacuation! #disasterPreparedness,27,34
Strong shaking reported in Kitahara. Check in with family and friends to ensure their safety! #quakeAlert,27,35
"Residents in Chikumazawa, stay alert and follow instructions from local authorities! #StayAlert",13,24
Shaking reported in Shōdekubo. Be aware of your surroundings and stay calm! #disasterAlert,20,29
Tremors in Minamigawa. Have an emergency exit plan ready at work and home! #quakeAlert,11,21
"Residents of Kitagawa, remain calm and stay tuned for updates! #StayAlert",13,21
Tremors reported in Chikumazawa-higashi. Stay safe and prepared! #earthquake,20,39
Shaking reported in Tōrinishi. Please avoid moving around unnecessarily! #disasterAlert,20,29
Another earthquake felt in Shukutoku Daigaku. Stay safe everyone! #earthquake,27,44
Earthquake activity near Minamishinno. Check your smoke detectors and emergency alarms! #earthquakeRescue,25,37
Reports indicate tremors in Yokomatsu. Stay informed and follow safety guidelines! #quakeAlert,28,37
Aftershocks in Shibahara after a massive quake. #disasterAlert,15,24
Shaking reported in Sakuranami. Stay in a safe area and avoid risky locations! #disasterAlert,20,30
Seismic disturbances noted in Tsurunomai. Stay indoors and keep away from windows! #disasterAlert,30,40
Aftershocks expected in Nishizume. Stay prepared and keep your emergency kit handy! #earthquakeSafety,24,33
Aftershocks may occur in Kiseki. Familiarize yourself with safety procedures! #disasterReady,25,31
Tremors in Tōsō. Have your emergency plan in place and stay indoors! #quakeAlert,11,15
Ground shaking detected in Minamidome. Keep emergency numbers handy! #disasterPreparedness,27,37
Tremors felt in Motomasu. Prepare for possible power outages and have flashlights ready! #earthquakePreparedness,16,24
Shaking reported in Nakanishi. Have a communication plan with your family! #disasterAlert,20,29
Earthquake activity near Nakahigashi. Maintain communication with family and friends! #earthquakeRescue,25,36
Reports of an earthquake near Nakanohara. Stay tuned for safety updates! #earthquakeRescue,30,40
Significant shaking felt in Hirano. Make sure your loved ones are safe! #quakeAlert,28,34
Aftershocks felt in Kitashinno. Ensure you know your emergency evacuation routes! #earthquakeSafety,20,30
Tremors felt in Nakanokubo. Prepare for possible power outages and have flashlights ready! #earthquakePreparedness,16,26
Shaking reported in Kitamatsubara. Take a moment to secure loose items in your home! #disasterAlert,20,33
"Residents of Miyamoto, have a designated meeting place outside your home! #StayAlert",13,21
Aftershocks reported in Miyamae. Stay safe! #quakeAlert,24,31
Tremors felt in Fukiage. Discuss safety protocols with your family! #earthquakeAwareness,16,23
Aftershocks detected in Sakashita. Keep your phone charged and stay alert! #disasterPreparedness,24,33
Aftershocks may occur in Sakaimatsu. Have a plan for where to meet your family! #disasterReady,25,35
"Tremors felt in Shingō. If you're in a high-rise, move to a lower floor! #disasterAlert",16,22
Reports of significant shaking in Matsugō. Make sure to check on your neighbors! #earthquake,34,41
Aftershocks possible in Higashitokorozawa-wada. Keep your emergency contacts ready! #disasterReady,24,46
Tremors felt in Higashitokorozawa. Ensure your emergency kits are well-stocked! #earthquakePreparedness,16,33
Earthquake activity detected near Shimoyasumatsu. Stay alert for potential aftershocks! #earthquakeRescue,34,48
Shaking detected in Nishihara. Please secure your belongings and stay indoors! #disasterPreparedness,20,29
Residents in Higashidai advised to stay calm. #StaySafe,13,23
"Residents of Ichisawa, check on neighbors who may need assistance after the quake! #StayAlert",13,21
Aftershocks may occur in Ureshino. Have a flashlight ready in case of power outages! #disasterReady,25,33
Tremors felt in Asahi. Secure your pets and keep them calm! #earthquakeAwareness,16,21
"Tremors felt in Naema. If you're in bed, stay there and cover your head! #disasterAlert",16,21
Earthquake activity near Shinmei-ushiro. Prepare for possible service disruptions! #earthquakeRescue,25,39
Aftershocks may occur in Higashikubo. Review your family's emergency plan! #disasterReady,25,36
Strong aftershocks felt in Kamekubo. Check in on friends and family! #StayAlert,27,35
Earthquake detected near Ōi-chūō. Stay updated via local news channels! #earthquakeRescue,25,32
Significant shaking reported in Bunkyō Gakuin Daigaku. Have a flashlight ready in case of power outages! #quakeAlert,32,53
Massive quake shakes Sakuragaoka. Stay alert! #disasterAlert,21,32
Tremors felt in Akadohara. Remember to stay calm and follow safety guidelines! #earthquakeAwareness,16,25
Tremors felt in Kaidōnishi. Encourage your community to participate in preparedness training! #earthquakeAwareness,16,26
Tremors detected in Odakubo. Remain calm and stay tuned for updates! #disasterAlert,20,27
Tremors felt in Kamei. Ensure your emergency kits are well-stocked! #earthquakePreparedness,16,21
"Tremors felt in Nishi. If you’re at work, follow your company's safety protocol! #disasterAlert",16,21
The ground is shaking in Kasumigaoka. Keep emergency contacts handy! #disasterPreparedness,25,36
Reports confirm shaking in Kitano. Secure your emergency supplies! #quakeAlert,27,33
Strong aftershocks in Ōhara. Remain cautious and look out for your neighbors! #quakeAlert,22,27
Aftershocks expected in Kiyomi. Help your neighbors stay informed about safety measures! #earthquakeSafety,24,30
Strong aftershocks expected in Motofukuoka. Stay prepared and informed! #StayAlert,31,42
Tremors have been felt in Dainihon Insatsu Kōjō. Follow local safety guidelines! #quakeAlert,26,47
Ground shaking detected in Shinnihon Musen Kōjō. Be ready for potential evacuation! #disasterPreparedness,27,47
Tremors in Taki. Have your emergency plan in place and stay indoors! #quakeAlert,11,15
Ground shaking detected in Uenodai. Avoid panic and follow safety protocols! #disasterPreparedness,27,34
Aftershocks expected in Fukuoka-chūō. Prepare yourself and your family! #earthquake,24,36
Tremors felt in Nishihara. Remind others to stay calm and avoid panic! #earthquakeAwareness,16,25
Ground shaking detected in Uenohara. Discuss your evacuation routes with family members! #disasterPreparedness,27,35
"Residents of Nagamiya, please check on elderly neighbors during these tremors! #quakeAlert",13,21
Reports of significant shaking in Nakamaru. Help those in need if safe to do so! #earthquake,34,42
Shaking reported in Nakafukuoka. Remind everyone to stay calm and follow safety protocols! #disasterAlert,20,31
Tremors felt in Nakanoshima. Remain calm and take necessary precautions! #earthquakePreparedness,16,27
Another tremor reported in Tsukiji. Stay safe! #earthquake,27,34
Residents of Yata feel strong shaking. Be cautious! #disasterAlert,13,17
Earthquake detected near Suigū. Stay tuned for updates from local authorities! #earthquakeRescue,25,30
Seismic activity reported in Ikegami. Be mindful of road conditions if traveling! #disasterPreparedness,29,36
Strong shaking reported in Motoshinden. Make sure your family knows safety procedures! #quakeAlert,27,38
Tremors in Shinkomabayashi. Have your emergency plan in place and stay indoors! #quakeAlert,11,26
"Tremors felt in Maruyama. Everyone, stay cautious! #StayAlert",16,24
Tremors felt in Minamidai. Everyone should stay safe! #quakeAlert,16,25
Seismic activity reported in Matsuyama. Discuss emergency procedures with family! #disasterPreparedness,29,38
Aftershock warnings for Tsurugamai residents. Stay prepared! #earthquake,24,34
"Residents of Kamite, stay calm and wait for further instructions! #StayAlert",13,19
Massive quake shakes Kainuma. Stay alert! #disasterAlert,21,28
Aftershocks may occur in Shimokugedo. Keep your family close and secure! #disasterReady,25,36
Tremors felt in Shibui. Ensure your emergency kits are well-stocked! #earthquakePreparedness,16,22
Shaking felt in Kamikugedo. Keep your phones charged and stay updated! #disasterAlert,16,26
Tremors felt in Ushiko. Secure important documents and keep them safe! #disasterAlert,16,22
Aftershocks in Terao. Be prepared for anything! #disasterAlert,15,20
"Tremors felt in Inarichō. Everyone, please stay safe! #StayAlert",16,24
Seismic activity noted in Shimizuchō. Ensure your emergency kit is ready! #disasterAlert,26,36
Residents in Minamitajima should be on high alert for possible aftershocks. Stay safe! #StayAlert,13,25
Feeling the tremors in Izumichō? It’s crucial to remain calm and alert! #StaySafe,23,31
Tremors reported in Takashima. Help neighbors who may need assistance during this time! #StaySafe,20,29
Tremors in Ton’yamachi. Prepare for potential disruptions in services! #quakeAlert,11,22
"Residents of Isa Numa, take care and stay informed through community resources! #StayAlert",13,21
Reports of significant shaking in Numabata. Help those in need if safe to do so! #earthquake,34,42
Shaking reported in Ninoseki. Help those around you stay calm and collected! #disasterAlert,20,28
Residents in Kurosu advised to stay calm. #StaySafe,13,19
"Residents of Zōne, stay indoors until you receive updates! #StayAlert",13,17
"Residents of Horinouchi, participate in local disaster drills to stay prepared! #StayAlert",13,23
Tremors in Furukawabata. Have your emergency plan in place and stay indoors! #quakeAlert,11,23
Seismic disturbances noted in Kawagoe Green Park. Share your safety tips with friends and family! #disasterAlert,30,48
Aftershocks may occur in Shuku. Keep your phone charged for emergency notifications! #disasterReady,25,30
Ground shaking detected in Konakai. Keep emergency supplies in an easily reachable spot! #disasterPreparedness,27,34
Aftershocks reported in Furuya-hongō. Stay vigilant! #disaster,24,36
Ground shaking detected in Furuya-hongō-shimogumi. Be ready to respond to any emergency situation! #disasterPreparedness,27,49
Seismic disturbances noted in Furuya-hongō-kamigumi. Have a safe spot identified in your home! #disasterAlert,30,51
Ground shaking detected in Kanchō In. Discuss your family's emergency plan regularly! #disasterPreparedness,27,36
Shaking reported in Kawagoe Green Cross Golf Jō. Be aware of your surroundings and stay calm! #disasterAlert,20,47
Reports of significant shaking in Kamigō Bashi. Review community resources for disaster response! #earthquake,34,46
Earthquake activity near Ōmiya Kokusai Country Club. Check on your loved ones and stay alert! #earthquakeRescue,25,51
Tremors detected in Akutsu. Remain calm and monitor your local news! #disasterAlert,20,26
"Residents of Kawagoe Undō Kōen, stay together and look out for each other! #StayAlert",13,30
